tabla_evento;columna;valor;descripcion;nota
s__general__zendesk_macros_usage__event;macro_id;41529897870356;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41538931378324;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41542017040148;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41542303609364;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41544442278292;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41544674373396;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41546144912788;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41562595803284;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41568102333332;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41571540014868;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41574543421844;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41597579370516;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41602913323924;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41609724921236;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41687495443348;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41689566005652;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41707304427284;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41747768449812;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41747804737556;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41748701275156;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41751119914772;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41754116976916;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41754693932180;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41755641075092;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41760075731476;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41766197249684;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41767239846548;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41786718037396;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41798440133652;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41827733666964;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41830064847252;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41832179156500;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41832784178580;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41832996293524;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41904521868948;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41957644465940;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41958974736404;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41959887036564;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41986707644564;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41988314228756;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;41997330552084;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42022837742228;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42023097002516;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42030935554452;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42032977468308;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42034745255444;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42068883882004;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42070872905620;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42100097444628;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42131320228116;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42135892393620;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42151932734484;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42171957879188;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42171987501332;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42172034995348;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42194733757204;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42280446829844;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42288144180884;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42288746128532;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42289007012244;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42324490387604;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42336883999380;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42341567997588;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42344085667860;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42372921887508;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42373322707476;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42375250027156;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42456754187028;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42494381729172;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42529564700692;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42529868036628;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42543677716372;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42546101232788;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42547048363028;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42550027857044;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42589750489236;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42593435883412;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42593649588628;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42626175491860;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42698640040852;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42723074020884;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42731830665364;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42737765984788;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42759023580948;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42791449475604;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42797830479508;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42831204271636;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42844920673556;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42847520019988;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42848934544788;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42924829569684;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42925246151572;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42925813224980;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42925996809620;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42928606557076;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42961277533716;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42961334541204;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;42995094219412;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;43037209273492;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;43041533962772;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;43042451358484;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;43092121093140;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;43098855701396;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;43099449859732;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;43099833567636;"Id de macro (si aplica; puede ser null en algunos lados)";
