tabla_evento;columna;valor;descripcion;nota
s__general__zendesk_macros_usage__event;macro_id;34887869243924;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34887881405204;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34887881492628;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34887881626132;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34887881656596;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34887885626388;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34887885894804;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34887897194644;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34887897484564;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34887897666068;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34891271797908;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34891387684628;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34891393223956;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34891393321876;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34891404502676;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34891404558228;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34891582214036;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34891997485460;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34892048896532;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34892296842132;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34892396340244;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34892576219412;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34916537311764;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34916627635092;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34918859411604;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34919186573972;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34920304698132;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34922110825236;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34922455598100;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34922644578068;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34924200853396;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34971658874900;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;34984250779028;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35006410442516;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35008922744084;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35009060274708;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35015683384084;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35020105370644;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35073774529940;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35074061440276;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35075113487252;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35078122283668;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35109800843796;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35135241073428;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35135368143380;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35137285573268;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35167408868372;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35171123750932;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35174910829588;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35175287915028;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35207472197524;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35209844595476;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35226808480020;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35226992865812;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35246212058644;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35247457020052;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35247614422804;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35247868789908;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35247912534804;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35249197980180;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35249940004756;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35367981527444;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35449905200148;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35455145489684;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35549327950356;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35552646080916;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35553003184020;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35554261407636;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35554573818644;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35562118094356;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35624890039060;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35625355336340;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35625754859284;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35626154028308;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35626500870420;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35627734158740;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35628723554836;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35629368250644;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35629663825812;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35635579360532;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35664634087572;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35671011763092;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35726647764116;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35727276120340;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35732460370324;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35733261088660;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35735474278420;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35735873354900;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35736695935892;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35801420258964;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35813254727572;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35870016671892;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35884730453140;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35885168741140;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35943222129684;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35943303153428;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35943452506772;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35943542585492;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35943563135508;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35943629051412;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;35974051323668;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226505011;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226505091;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226510752;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226511212;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226511372;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226515072;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226561272;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226561332;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226602891;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226611052;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226714311;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226738771;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226739031;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226739111;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226739211;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226742211;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226742451;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226743651;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226749592;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226749972;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226750412;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226750572;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226751152;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226751332;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226751412;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226752052;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226753392;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226753572;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226754732;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226755012;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226755432;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226756412;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226789971;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226801892;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226819891;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226820091;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226820191;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226820971;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226821831;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226821911;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226822051;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226822311;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226822551;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226822951;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226825291;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226825891;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226825971;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226826011;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226836732;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226837892;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226838492;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226838612;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226838692;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226839112;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226839192;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226839852;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226839912;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226839992;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226840812;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226841032;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226841232;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226842072;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226871491;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226871991;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226872131;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226872171;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226872311;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226872391;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226872452;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226872532;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226872572;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226873132;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226873191;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226873251;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226874232;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226874351;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226874712;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226874831;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226875332;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226875411;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226875412;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226875452;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226875552;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226876152;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226876232;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226876991;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877032;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877072;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877132;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877331;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877391;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877512;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877572;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877592;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877632;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877692;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877732;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877852;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877872;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877931;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877932;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877951;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226877991;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226878011;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226878131;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226878231;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226878271;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226878291;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226878331;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226878371;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226878431;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226878531;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226878591;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226900372;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226900472;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226900532;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226900572;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226900672;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226900772;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226902591;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226902611;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226902732;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226902772;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226902832;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226902852;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226903191;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226903211;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226903231;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226903271;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226903891;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226903971;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226905511;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226905531;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226905591;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226905651;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226960792;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226960812;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226960832;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226960852;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226960932;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226960972;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226961012;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226961032;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226961772;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226961872;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226961892;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226961932;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226961992;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226962032;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226962052;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226962072;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226970391;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226970451;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226970471;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226970491;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226971171;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226971231;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360226971711;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227006272;"Id de macro (si aplica; puede ser null en algunos lados)";
s__general__zendesk_macros_usage__event;macro_id;360227006292;"Id de macro (si aplica; puede ser null en algunos lados)";
